Date,URL,Source,Author,Title,Description,Content
2024-10-01,https://gizmodo.com/yes-you-can-really-get-a-legit-copy-of-microsoft-office-professional-plus-2019-for-just-25-2000506003,Gizmodo.com,Brittany Vincent,"Yes, You Can Really Get a Legit Copy of Microsoft Office Professional Plus 2019 for Just $25","Save a whopping 89% on lifetime licenses for either Windows or Mac copies, with instant email delivery. Don’t let this opportunity pass you by!","Microsoft products are always pretty pricey. Every time you need to purchase a copy of Windows for a fresh install, you’re looking at about $139 a pop. The same goes for Windows apps like Microsoft W… [+2214 chars]"
2024-10-03,https://www.theverge.com/2024/10/3/24260550/blizzard-entertainment-play-nice-jason-schreier-activision-gaming-microsoft-xbox-decoder-interview,The Verge,Nick Statt,The toxic transformation of Warcraft maker Blizzard,"Journalist Jason Schreier discusses his new book, Play Nice: The Rise, Fall, and Future of Blizzard Entertainment.","Journalist Jason Schreier discusses his new book, Play Nice: The Rise, Fall, and Future of Blizzard Entertainment.
ByNick Statt, a Senior Producer on Decoder. Previously, he wrote about technology a… [+4018 chars]"
2024-09-27,https://gizmodo.com/microsoft-details-all-the-ways-you-can-ignore-recall-on-copilot-pcs-2000504415,Gizmodo.com,Kyle Barr,Microsoft Details All the Ways You Can Ignore Recall on Copilot+ PCs,"Recall may be much more secure than previously, though you’ll need to use Windows Hello biometric sign in to access it.","For as much as Microsoft initially lauded its photographic memory Recall feature on Copilot+ PCs, the tech giant is now putting a lot of effort into telling customers all the ways they can not use it… [+3633 chars]"
2024-10-03,https://gizmodo.com/forget-office-2024-this-official-microsoft-suite-is-6x-cheaper-ahead-of-prime-day-2000506965,Gizmodo.com,Gizmodo Deals,Forget Office 2024: This Official Microsoft Suite is 6x Cheaper ahead of Prime Day,"The differences between Office 2021 and Office 2024 are minimal, but the price gap is significant.",Looking for a way to equip your computer with essential office tools without breaking the bank? Look no further! StackSocial is currently offering an exceptional deal on lifetime licenses for Microso… [+2161 chars]
2024-09-19,https://gizmodo.com/microsoft-is-getting-into-bed-with-palmer-luckey-to-make-super-soldiers-2000500977,Gizmodo.com,Lucas Ropek,Microsoft Is Getting Into Bed With Palmer Luckey to Make Super Soldiers,Luckey's Anduril Industries has landed a lucrative new contract with the DoD that will bring automated headsets to America's warrior class.,"Palmer Luckey, the Trump-loving defense contractor who looks increasingly like Kenny Powers, has long been preoccupied with dystopian visions. In addition to warning us all about the future of killer… [+3655 chars]"
2024-10-08,https://gizmodo.com/launched-in-may-the-microsoft-surface-pro-is-now-20-off-for-amazon-prime-day-2000508928,Gizmodo.com,Gizmodo Deals,"Launched in May, The Microsoft Surface Pro is Now 20% Off For Amazon Prime Day",The 11th edition of the Surface Pro is an excellent 2-in-1 PC.,"As Amazon’s Prime Day kicks off, tech enthusiasts are in for a treat with substantial discounts on Microsoft’s latest Surface Pro 11. This versatile 2-in-1 device is known for its powerful performanc… [+2578 chars]"
2024-10-11,https://gizmodo.com/microsoft-is-one-step-closer-to-opening-an-actual-xbox-app-store-on-android-2000510988,Gizmodo.com,Kyle Barr,Microsoft Is One Step Closer to Opening an Actual Xbox App Store on Android,"Xbox is currently one of the few companies that doesn't let you buy games on its app, but the recent Epic v. Google decision is giving its plans for a mobile store a shot in the arm.","After Epic Games, Xbox plans to be the next big app seller to break free of Googles shackles. Microsoft’s gaming arm announced on Twitter that it would allow Android users to purchase games for their… [+3339 chars]"
2024-09-19,https://www.theverge.com/24247123/microsoft-xbox-series-x-2tb-galaxy-black-special-edition-preorder-buy-price-release-date,The Verge,Antonio G. Di Benedetto,Where to preorder Microsoft’s special edition Galaxy Black Xbox Series X,"Microsoft’s $600 special edition 2TB Xbox Series X is up for preorder ahead of the October 15th launch. It’s no answer to the PlayStation 5 Pro, but it looks far cooler.","Where to preorder Microsofts special edition Galaxy Black Xbox Series X
Where to preorder Microsofts special edition Galaxy Black Xbox Series X
 / The refreshed Xbox may play the same games as a re… [+2771 chars]"
2024-10-11,https://removed.com,[Removed],,[Removed],[Removed],[Removed]
2024-10-03,https://gizmodo.com/microsofts-nuclear-power-deal-could-saddle-taxpayers-with-1-6-billion-federal-loan-2000506967,Gizmodo.com,Lucas Ropek,Microsoft’s Nuclear Power Deal Could Saddle Taxpayers With $1.6 Billion Federal Loan,A new scheme for AI fuel could offload financial risk from Microsoft's business partner onto the American taxpayer.,"In an effort to find a power source big enough to fuel its ambitious artificial intelligence business, Microsoft has sought to revive a shuttered nuclear power plant in Pennsylvania. AI notably needs… [+3144 chars]"
2024-09-18,https://arstechnica.com/gaming/2024/09/age-of-mythology-retold-is-surprisingly-playable-with-a-controller/,Ars Technica,Kyle Orland,Age of Mythology: Retold is surprisingly playable with a controller,"Despite annoyances, Microsoft proves RTS is possible without a keyboard/mouse.","Enlarge/ I hope you like radial menus, because you'll be looking at a lot of them.
3
Age of Mythology: Retold brings a lot of the usual advancements that you'd expect for a reboot of both the incre… [+2759 chars]"
2024-10-01,https://www.macrumors.com/2024/10/01/microsoft-discontinues-hololens-2-headset/,MacRumors,Juli Clover,Microsoft Discontinuing Mixed Reality HoloLens 2 Headset,"Microsoft is planning to discontinue its mixed reality HoloLens 2 headsets, according to a report from UploadVR. Production on the HoloLens 2 is ending, and sales will cease when stock runs out.





Security updates will be provided until December 31, 2027, …","Microsoft is planning to discontinue its mixed reality HoloLens 2 headsets, according to a report from UploadVR. Production on the HoloLens 2 is ending, and sales will cease when stock runs out.
Sec… [+1636 chars]"
2024-10-04,https://removed.com,[Removed],,[Removed],[Removed],[Removed]
2024-10-01,https://gizmodo.com/gemini-live-is-now-free-for-everybody-so-go-talk-to-your-phone-2000505649,Gizmodo.com,Kyle Barr,"Gemini Live Is Now Free for Everybody, So Go Talk to Your Phone",The feature was previously limited to Gemini Advanced users. Plus: You can't escape the dawn of voiceover AI on Windows with Copilot Voice.,"Gemini Live already consumed Google Assistant, body and soul. Now, the AI that talks to you should be available for all users starting Tuesday. If you dont care about a phone-based AI assistant, Micr… [+4002 chars]"
2024-10-07,https://removed.com,[Removed],,[Removed],[Removed],[Removed]
2024-10-02,https://www.macrumors.com/2024/10/02/microsoft-launches-office-2024-mac-pc/,MacRumors,Tim Hardwick,Microsoft Launches Office 2024 for Mac and PC,"Microsoft this week announced Office 2024, a new standalone version of its productivity suite for both Mac and PC users. Available now, Office 2024 offers an alternative for those who prefer a one-time purchase over the subscription-based Microsoft 365.





…","Microsoft this week announced Office 2024, a new standalone version of its productivity suite for both Mac and PC users. Available now, Office 2024 offers an alternative for those who prefer a one-ti… [+1979 chars]"
2024-09-24,https://removed.com,[Removed],,[Removed],[Removed],[Removed]
2024-09-17,https://www.theverge.com/2024/9/17/24247004/google-c2pa-verify-ai-generated-images-content,The Verge,Tom Warren,Google outlines plans to help you sort real images from fake,Google is adopting the C2PA’s authentication standard for its search results. It will help identify AI-generated images.,"Google outlines plans to help you sort real images from fake
Google outlines plans to help you sort real images from fake
 / Google Search and ads are adopting the C2PAs authentication standard to … [+3136 chars]"
2024-10-01,https://gizmodo.com/this-hp-laptop-is-stupid-cheap-right-now-and-includes-a-year-of-microsoft-365-boost-your-tech-on-a-budget-2000505875,Gizmodo.com,Joe Tilleli,"This HP Laptop Is Stupid Cheap Right Now and Includes a Year of Microsoft 365, Boost Your Tech On a Budget!",You don't need to break the bank — Amazon has the HP 14 laptop available for just $275 in a limited time deal,"Over the last decade or more, there has been a shift in the everyday users computing. Phones which were formerly an accessory which allowed for internet access in a pinch are now most people’s primar… [+2209 chars]"
2024-09-27,https://www.cnet.com/tech/services-and-software/microsoft-makes-security-case-for-much-maligned-copilot-plus-recall-feature/,CNET,Omar Gallaga,Microsoft Makes Security Case for Much-Maligned Copilot Plus Recall Feature,Microsoft says the controversial Recall search feature will only be on Copilot Plus PCs that meet its security standards.,"Microsoft vice president for enterprise and OS security, David Weston, gave an update in a detailed blog post on Friday. The update discussed how security will work on the company's controversial Rec… [+2025 chars]"
2024-09-20,https://www.cnet.com/home/energy-and-utilities/microsofts-energy-needs-may-bring-three-mile-island-nuclear-plant-back-into-service/,CNET,Omar Gallaga,Microsoft's Energy Needs May Bring Three Mile Island Plant Back Into Service,The site of the nation's most serious nuclear reactor accident could reopen by 2028 with Microsoft as its sole customer.,"The site of the worst nuclear accident in US history could come back online by 2028 to power Microsoft's data center energy needs, including AI.
A purchasing agreement between Microsoft and Constell… [+1925 chars]"
2024-09-20,https://slashdot.org/story/24/09/20/156206/microsoft-taps-three-mile-island-nuclear-plant-to-power-ai,Slashdot.org,msmash,Microsoft Taps Three Mile Island Nuclear Plant To Power AI,"The data centers that train all the large language models behind AI consume unimaginable amounts of energy, and the stakes are high for big tech companies to ensure they have enough power to run those plants. That's why Microsoft is now throwing its weight be…","Requires three bottles of water. https://www.tomshardware.com/t... [tomshardware.com]
I suspect the article above is a exaggeration but probably not by that much. Also your electric bill is going to… [+326 chars]"
2024-09-25,https://tech.slashdot.org/story/24/09/25/1729220/google-complains-to-eu-over-microsoft-cloud-practices,Slashdot.org,msmash,Google Complains To EU Over Microsoft Cloud Practices,"Alphabet unit Google filed a complaint to the European Commission on Wednesday against what it said were Microsoft's anti-competitive practices to lock customers into Microsoft's cloud platform Azure. From a report: Google, whose biggest cloud computing rival…","Google, whose biggest cloud computing rivals are Microsoft and Amazon Web Services, said Microsoft was exploiting its dominant Windows Server operating system to prevent competition. Google Cloud Vic… [+831 chars]"
2024-09-28,https://www.cnet.com/tech/services-and-software/chatgpt-glossary-47-ai-terms-that-everyone-should-know/,CNET,Imad Khan,ChatGPT Glossary: 47 AI Terms That Everyone Should Know,"With Google, Microsoft, Apple, Anthropic, Perplexity and OpenAI creating new AI models and systems, it's good to stay up to date on all the latest terminology.","ChatGPT's launch in late 2022 completely changed people's relationship with finding information online. Suddenly, folks were able to have meaningful conversations with machines, meaning you could ask… [+11054 chars]"
2024-10-09,https://www.businessinsider.com/nvidia-stock-price-blackwell-ai-market-value-costco-jensen-huang-2024-10,Business Insider,Theron Mohamed,Nvidia's value soars by $400 billion in 5 days. That's more than Costco is worth.,"Nvidia's 14% rally has made the chipmaker more valuable than Microsoft, and CEO Jensen Huang the world's 11th richest person.","Jensen Huang is the CEO of Nvidia, now the world's second-most valuable company.Chip Somodevilla/Getty Images
<ul><li>Nvidia stock climbed 4% on Tuesday, extending its rally to 14% in five days.</li… [+2482 chars]"
2024-10-04,https://www.businessinsider.com/microsoft-tells-customers-it-lost-log-data-key-security-products-2024-10,Business Insider,Ashley Stewart,Microsoft tells customers it lost log data for key security products,Microsoft told customers that a software bug caused inconsistent collection of log data for key cloud services.,"Microsoft CEO Satya NadellaStephen Brashear/Getty Images
<ul><li>Microsoft told customers that a software bug caused inconsistent collection of log data.</li><li>The bug affected key security produc… [+3290 chars]"
2024-09-26,https://www.businessinsider.com/microsoft-bank-of-america-nuclear-power-ai-2024-9,Business Insider,Catherine Boudreau,Tech bros and bankers rally around nuclear power to fuel AI's rapid rise,"Microsoft, Oracle, and Amazon have struck deals in nuclear power in hopes of supplying data centers with carbon-free electricity.","The Three Mile Island nuclear plant in Middletown, Pennsylvania.Jeff Fusco/Getty Images
<ul><li>Microsoft, Oracle, and Amazon are venturing into nuclear power for data centers.</li><li>Nuclear power… [+5850 chars]"
2024-09-20,https://www.businessinsider.com/three-mile-island-nuclear-plant-reopens-power-microsoft-ai-push-2024-9,Business Insider,Tom Carter,Three Mile Island nuclear plant to reopen — to power Microsoft's AI push,"Tech giants, including Microsoft, are increasingly exploring nuclear energy as a power source for energy-hungry AI data centers.","The Three Mile Island nuclear plant could return to return to service in 2028.Jonathan Ernst/Reuters
<ul><li>Three Mile Island, the site of one of the US' worst nuclear disasters, may soon reopen.</… [+1954 chars]"
2024-09-23,https://www.businessinsider.com/amazon-bonuses-sell-ai-products-q-bedrock-2024-9,Business Insider,Eugene Kim,Internal memo reveals new Amazon bonuses for selling flagship AI products,"AWS is dangling financial incentives to try to boost AI sales, amid intense competition from Microsoft, Google, and OpenAI.","Attendees to AWS' 2017 conferenceReuters
<ul><li>AWS offers its salespeople new incentives for selling AI products Q and Bedrock.</li><li>AWS faces intense competition from Microsoft, Google, and Op… [+2233 chars]"
2024-09-26,https://www.businessinsider.com/aws-ai-chips-wider-regional-availability-microsoft-google-2024-9,Business Insider,Eugene Kim,This chart shows one potential advantage AWS's AI chips have over Microsoft and Google,"AI chip investments by Amazon, Google, and Microsoft aim to challenge Nvidia, with AWS's broader availability offering a potential edge.","Noah Berger/Getty Images
<ul><li>Big tech cloud providers are developing homegrown AI chips to rival Nvidia.</li><li>Amazon, Google, and Microsoft have AI chips, but AWS's offerings have wider avail… [+3550 chars]"
2024-09-19,https://tech.slashdot.org/story/24/09/19/175230/microsoft-launches-a-windows-app-for-iphones-macs-and-android-devices,Slashdot.org,BeauHD,"Microsoft Launches a Windows App For iPhones, Macs, and Android Devices","Microsoft has launched a new Windows app that serves as a hub for streaming Windows environments from services like Windows 365 and Azure Virtual Desktop. However, it's limited to Microsoft work and school accounts with ""no signs that Microsoft plans to suppo…",Check out the new Slashdot job board to browse remote jobs or jobs in your areaDo you develop on GitHub? You can keep using GitHub but automatically sync your GitHub releases to SourceForge quickly a… [+228 chars]
2024-10-11,https://www.businessinsider.com/microsoft-satya-nadella-ceo-phone-calls-daily-report-2024-10,Business Insider,"Jaures Yip,Tim Paradis",Satya Nadella reportedly calls 2 different CEOs every day — and has 2 favorite questions,"Microsoft CEO Satya Nadella consistently works the phone to expand his network and keep his finger on the pulse, according to a new report.","Microsoft CEO Satya Nadella reportedly makes two phone calls every day to different CEOs.Microsoft
<ul><li>Microsoft's CEO likes to schedule daily calls with CEOs to expand his network, The Informat… [+3066 chars]"
2024-10-09,https://www.businessinsider.com/amazon-ai-executive-leaves-matt-wood-2024-10,Business Insider,Eugene Kim,One of Amazon's top AI executives is out,"Matt Wood, VP of AI at Amazon Web Services, exits the company after 15 years amid fierce competition from OpenAI, Microsoft, and Google.","Matt Wood, VP of AI at Amazon Web Services, speaking at a conference earlier this year.Mert Alper Dervis/Anadolu via Getty Images
<ul><li>Matt Wood, VP of AI at Amazon Web Services, is leaving after… [+2057 chars]"
2024-09-16,https://www.businessinsider.com/moved-us-student-visa-work-microsoft-green-card-2024-9,Business Insider,Elle Hardy,"I got my green card after working at Microsoft on an H-1B visa. The process was very painful, but I love the US and don't plan to leave.",Andres Pico learned English and studied to attend an American university after growing up in Ecuador. He's since worked at Microsoft and Starbucks.,"Andres Pico is a software engineer at Starbucks.Courtesy of Andres Pico
<ul><li>Andres Pico, a software engineer from Ecuador, navigated the US education system to land a job at Microsoft.</li><li>P… [+6166 chars]"
2024-10-10,https://www.businessinsider.com/ai-future-copyright-lawsuits-new-york-times-times-authors-2024-10,Business Insider,Jacob Shamsian,Why The New York Times' lawyers are inspecting OpenAI's code in a secretive room,"The New York Times says OpenAI and Microsoft are breaking copyright law. To prove it, they must first crack open their code.","OpenAI and Microsoft are defending lawsuits from publishers, authors, and other creators alleging they ripped off their work. They can reshape the generative AI industry.Jack Guez/Getty Images; Jenny… [+9499 chars]"
2024-09-18,https://www.businessinsider.com/america-ai-infrastructure-data-center-microsoft-blackrock-2024-9,Business Insider,Hasan Chowdhury,America is ready to go big on AI infrastructure,"A new, $30 billion fund from Microsoft and BlackRock, as well as a government task force, aim to tackle AI's data center needs and energy constraints.","Satya Nadella's Microsoft and BlackRock have unveiled a $30 billion fund to boost investment into data centers and power infrastructure needed to support AI.Microsoft
<ul><li>America is ready to sca… [+4621 chars]"
2024-09-26,https://www.wired.com/story/gadget-lab-podcast-660/,Wired,WIRED Staff,Is AI More Sustainable if You Generate it Underwater?,"AI takes a lot of energy to run, but underwater data centers might not be the answer.","AI data centers are so hot right now. Each time generative AI services churn through their large language models to make a chatbot answer one of your questions, it takes a great deal of processing po… [+2401 chars]"
2024-09-16,https://www.cnet.com/tech/services-and-software/how-to-use-microsoft-copilot-ai-to-save-money-on-grocery-costs/,CNET,Amanda Smith,How to Use Microsoft Copilot AI to Save Money on Grocery Costs,Artificial intelligence could help you find the best grocery deals online. Here's how to give it a shot.,"The ""whole paycheck"" Whole Foods joke feels like it applies to all grocery stores these days. Food inflation hit at a 43-year high in August 2022, at 11.4%. It has since tapered off, sitting at about… [+5466 chars]"
2024-09-19,https://gizmodo.com/iranian-hackers-tried-to-tempt-bidens-campaign-with-stolen-trump-info-2000500701,Gizmodo.com,Matthew Gault,Iranian Hackers Tried to Tempt Biden’s Campaign With Stolen Trump Info,Hackers have been shopping the information around since the summer when they successfully spear phished a former senior campaign advisor.,"Iranian hackers stole sensitive information from the Trump campaign and shopped it around to the Biden campaign and several media outlets. According to federal investigators, the hackers sent unsolic… [+3454 chars]"
2024-10-08,https://www.theverge.com/2024/10/8/24201383/amazon-prime-day-western-digital-wdblack-c50-seagate-xbox-storage-expansion-card-deal-sale,The Verge,Antonio G. Di Benedetto,Xbox Series X / S expansion cards are near their lowest prices for Prime Day,"Western Digital’s WD_Black C50 1TB Storage Expansion Card for Xbox is near its all-time low, and Seagate’s 2TB upgrade is cheaper than ever with $50 off.","Xbox Series X / S expansion cards are near their lowest prices for Prime Day
Xbox Series X / S expansion cards are near their lowest prices for Prime Day
 / You can find speedy storage at or near a… [+1840 chars]"
2024-10-11,https://www.androidcentral.com/gaming/android-games/xbox-app-to-allow-purchases-gaming-following-google-court-ruling,Android Central,bradypsnyder@gmail.com (Brady Snyder),Google's loss is our gain: Xbox purchases and gaming are coming to Android,"And in the European Union, the Epic Games Store is already available — Android gaming is getting a major boost.","What you need to know
<ul><li>A far-reaching U.S. court ruling, among other things, will force Google to stop requiring app developers to use Google Play Billing for Android mobile payments.</li><li… [+5241 chars]"
2024-09-20,https://www.theverge.com/2024/9/20/24249738/eu-dma-apple-ios-iphone-interoperability-smartwatches-headphones,The Verge,Jess Weatherbed,Apple put on notice over support for third-party watches and headphones,The European Union has opened new proceedings under the Digital Markets Act (DMA) that will see the bloc instruct how Apple can comply with its interoperability obligations,"The two new proceedings are meant to “assist Apple in complying with its interoperability,” according to the EU. | Cath Virginia / The Verge

 

 The European Commission has opened new proceedings u… [+2854 chars]"
2024-09-26,https://arstechnica.com/gaming/2024/09/soon-youll-be-able-to-play-starcraft-and-starcraft-ii-on-game-pass/,Ars Technica,Samuel Axon,"Soon, you’ll be able to play StarCraft and StarCraft II on Game Pass",The collection includes the 2017 remaster of the original StarCraft.,"5
Phil Spencer's Tokyo Game Show update.
Beloved real-time strategy classics StarCraft and StarCraft II will soon be available in Microsoft's Game Pass subscription for PC, the company announced du… [+1601 chars]"
2024-09-16,https://www.businessinsider.com/how-to-tell-imposter-syndrome-versus-bad-at-job-2024-9,Business Insider,Chris Williams,"How to tell if it's imposter syndrome or if you're just bad at your job, from the ex-VP of HR at Microsoft",An ex-VP of HR at Microsoft gave three ways to know if you have imposter syndrome or are bad at your job. One way is to rank yourself in meetings.,"studiocasper/Getty, Tyler Le/BI
<ul><li>Former Microsoft VP of HR Chris Williams shares insights on combating imposter syndrome.</li><li>Williams advises ranking the importance of your role at meeti… [+5733 chars]"
